timestamp,yaw,pitch,roll,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1778774810.2570667,-68.18,-0.24,0.03,-0.043,0.004,9.809,-0.01,-0.01,0.0
1778774810.2679727,-68.18,-0.24,0.03,-0.04,0.002,9.809,-0.01,0.0,0.0
1778774810.2770607,-68.18,-0.24,0.03,-0.04,0.0,9.809,0.0,0.0,0.0
1778774810.2870815,-68.18,-0.24,0.03,-0.036,-0.001,9.809,0.0,0.0,0.0
1778774810.2970753,-68.18,-0.24,0.03,-0.038,-0.004,9.809,-0.01,-0.01,0.0
1778774810.307063,-68.18,-0.24,0.03,-0.041,0.0,9.809,-0.01,-0.01,0.0
1778774810.3170564,-68.18,-0.24,0.03,-0.042,0.0,9.809,-0.01,0.0,0.0
1778774810.3270524,-68.18,-0.24,0.03,-0.044,0.0,9.809,-0.01,0.0,0.0
1778774810.3370643,-68.18,-0.24,0.03,-0.041,0.0,9.809,0.0,0.0,0.0
1778774810.347051,-68.18,-0.24,0.03,-0.047,-0.002,9.809,0.0,0.0,0.0
1778774810.3570366,-68.18,-0.24,0.03,-0.044,0.0,9.809,0.0,0.0,-0.01
1778774810.3670537,-68.18,-0.24,0.03,-0.042,0.002,9.809,-0.01,-0.01,0.0
1778774810.3770535,-68.18,-0.24,0.03,-0.043,0.005,9.809,0.0,-0.01,0.0
1778774810.387019,-68.18,-0.24,0.03,-0.046,0.007,9.809,-0.01,0.0,0.0
1778774810.397051,-68.19,-0.24,0.03,-0.044,0.01,9.81,-0.01,-0.01,0.0
1778774810.407036,-68.19,-0.24,0.03,-0.044,0.007,9.81,0.0,-0.01,0.0
1778774810.4170306,-68.19,-0.24,0.03,-0.038,0.004,9.81,0.0,-0.01,0.0
1778774810.4270616,-68.2,-0.24,0.03,-0.037,0.008,9.809,0.0,0.0,0.0
1778774810.437029,-68.2,-0.24,0.03,-0.04,0.01,9.809,-0.01,-0.01,0.0
1778774810.4470294,-68.2,-0.24,0.03,-0.041,0.008,9.809,-0.01,0.0,0.0
1778774810.4570608,-68.2,-0.24,0.03,-0.04,0.011,9.809,-0.01,0.0,0.0
1778774810.467038,-68.2,-0.24,0.03,-0.041,0.006,9.809,0.0,0.0,0.0
1778774810.4770577,-68.2,-0.24,0.03,-0.042,0.008,9.809,0.0,0.0,0.0
1778774810.4870346,-68.2,-0.24,0.03,-0.038,0.008,9.809,0.0,0.0,0.0
1778774810.4970627,-68.2,-0.24,0.03,-0.036,0.006,9.809,-0.01,0.0,0.0
1778774810.5070333,-68.2,-0.24,0.03,-0.036,0.005,9.809,-0.01,0.0,-0.01
1778774810.517028,-68.2,-0.24,0.03,-0.037,0.011,9.809,0.0,0.0,0.0
1778774810.5270371,-68.2,-0.24,0.03,-0.04,0.013,9.809,-0.01,0.0,0.0
1778774810.5370367,-68.2,-0.24,0.03,-0.041,0.007,9.809,-0.01,-0.01,0.0
1778774810.547035,-68.2,-0.24,0.03,-0.041,0.013,9.809,-0.01,0.0,0.0
1778774810.5570645,-68.2,-0.24,0.03,-0.038,0.013,9.809,-0.01,0.0,0.0
1778774810.5670357,-68.2,-0.24,0.03,-0.038,0.006,9.809,-0.01,0.0,-0.01
1778774810.5770383,-68.2,-0.24,0.03,-0.036,0.01,9.809,-0.01,-0.01,0.0
1778774810.5870214,-68.2,-0.24,0.03,-0.046,0.011,9.809,-0.01,0.0,0.0
1778774810.597047,-68.2,-0.24,0.03,-0.042,0.005,9.809,-0.01,0.0,0.0
1778774810.6070096,-68.2,-0.24,0.03,-0.04,0.0,9.809,0.0,0.0,0.0
1778774810.6170514,-68.2,-0.24,0.03,-0.041,0.002,9.809,-0.01,-0.01,0.0
1778774810.6270347,-68.2,-0.24,0.03,-0.037,-0.001,9.809,-0.01,0.0,0.0
1778774810.6370149,-68.2,-0.24,0.02,-0.035,-0.004,9.809,-0.01,0.0,0.0
1778774810.6470153,-68.2,-0.24,0.03,-0.04,0.0,9.809,-0.01,-0.01,0.0
1778774810.657042,-68.19,-0.24,0.03,-0.034,0.004,9.81,-0.01,0.0,0.0
1778774810.6670222,-68.19,-0.24,0.03,-0.036,0.005,9.81,0.0,0.0,-0.01
1778774810.6770222,-68.19,-0.24,0.03,-0.038,0.002,9.81,-0.01,0.0,-0.01
1778774810.6870196,-68.19,-0.24,0.03,-0.04,0.007,9.81,0.0,0.0,0.0
1778774810.6970317,-68.19,-0.24,0.03,-0.041,0.001,9.81,-0.01,0.0,0.0
1778774810.707058,-68.19,-0.24,0.03,-0.04,0.005,9.81,-0.01,-0.01,0.0
1778774810.7170243,-68.19,-0.24,0.03,-0.038,0.004,9.81,-0.01,0.0,0.0
1778774810.7270184,-68.19,-0.24,0.03,-0.034,0.002,9.81,-0.01,0.0,-0.01
1778774810.7370293,-68.19,-0.24,0.03,-0.03,0.002,9.81,0.0,0.0,0.0
1778774810.7470312,-68.19,-0.24,0.03,-0.032,0.002,9.81,0.0,-0.01,0.0
1778774810.7570345,-68.19,-0.24,0.03,-0.03,0.006,9.81,-0.01,0.0,0.0
1778774810.7670217,-68.19,-0.24,0.03,-0.031,0.007,9.81,-0.01,0.0,-0.01
1778774810.7770255,-68.19,-0.24,0.03,-0.036,0.008,9.81,-0.01,0.0,0.0
1778774810.7870324,-68.19,-0.24,0.03,-0.036,0.008,9.81,-0.01,0.0,0.0
1778774810.7970293,-68.19,-0.24,0.03,-0.04,0.01,9.81,0.0,0.0,0.0
1778774810.8070369,-68.19,-0.24,0.03,-0.04,0.008,9.81,0.0,0.0,-0.01
1778774810.8170462,-68.19,-0.24,0.03,-0.038,0.006,9.81,-0.01,0.0,0.0
1778774810.8270147,-68.19,-0.24,0.03,-0.05,0.012,9.81,-0.01,-0.01,0.0
1778774810.8370075,-68.18,-0.24,0.03,-0.048,0.004,9.809,-0.01,-0.01,0.0
1778774810.847037,-68.18,-0.24,0.03,-0.05,0.005,9.809,0.0,0.0,-0.01
1778774810.8570282,-68.18,-0.24,0.03,-0.05,0.007,9.809,-0.01,-0.01,0.0
1778774810.8669977,-68.18,-0.24,0.03,-0.048,0.005,9.809,-0.01,0.0,0.0
1778774810.8770409,-68.18,-0.24,0.03,-0.046,0.002,9.809,-0.01,0.0,-0.01
1778774810.887007,-68.18,-0.24,0.03,-0.05,0.005,9.809,-0.01,0.0,0.0
1778774810.8969805,-68.18,-0.24,0.03,-0.055,0.008,9.809,-0.01,0.0,0.0
1778774810.9070103,-68.18,-0.25,0.03,-0.05,0.011,9.809,0.0,0.0,0.0
1778774810.9169981,-68.18,-0.24,0.04,-0.048,0.013,9.809,-0.01,0.0,0.0
1778774810.9270148,-68.18,-0.24,0.04,-0.05,0.012,9.809,0.0,0.0,0.0
1778774810.936982,-68.18,-0.24,0.04,-0.053,0.008,9.809,-0.01,0.0,0.0
1778774810.9469798,-68.18,-0.25,0.03,-0.048,0.005,9.809,-0.01,-0.01,0.0
1778774810.9570014,-68.18,-0.25,0.03,-0.048,0.0,9.809,0.0,0.0,0.0
1778774810.9669876,-68.18,-0.25,0.03,-0.046,0.0,9.809,-0.01,-0.01,0.0
1778774810.976148,-68.18,-0.25,0.03,-0.046,0.0,9.809,-0.01,0.0,0.0
1778774810.9880846,-68.18,-0.25,0.03,-0.044,0.004,9.809,-0.01,0.0,0.0
1778774810.9967544,-68.18,-0.25,0.03,-0.042,0.0,9.809,-0.01,0.0,0.0
1778774811.007709,-68.19,-0.25,0.03,-0.046,0.0,9.81,0.0,0.0,0.0
1778774811.0161119,-68.19,-0.25,0.03,-0.049,-0.001,9.81,-0.01,0.0,0.0
1778774811.0269506,-68.18,-0.25,0.03,-0.048,0.0,9.809,0.0,0.0,0.0
1778774811.036102,-68.18,-0.25,0.03,-0.043,0.0,9.809,-0.01,0.0,0.0
1778774811.0469475,-68.18,-0.25,0.03,-0.043,0.005,9.809,-0.01,0.0,0.0
1778774811.05612,-68.19,-0.25,0.03,-0.044,0.008,9.81,-0.01,-0.01,0.0
1778774811.0661118,-68.19,-0.25,0.03,-0.049,0.013,9.81,-0.01,0.0,0.0
1778774811.0761378,-68.19,-0.25,0.03,-0.05,0.011,9.81,0.0,0.0,0.0
1778774811.0869622,-68.19,-0.25,0.03,-0.046,0.012,9.81,0.0,0.0,0.0
1778774811.0960977,-68.19,-0.25,0.03,-0.044,0.008,9.81,-0.01,-0.01,-0.01
1778774811.1069515,-68.19,-0.25,0.03,-0.05,0.002,9.81,-0.01,-0.01,0.0
1778774811.1161087,-68.18,-0.25,0.03,-0.051,0.006,9.809,-0.01,-0.01,0.0
1778774811.1260934,-68.18,-0.25,0.03,-0.047,0.008,9.809,-0.01,0.0,-0.01
1778774811.1361096,-68.18,-0.25,0.03,-0.043,0.006,9.809,-0.01,0.0,0.0
1778774811.1461158,-68.18,-0.25,0.03,-0.043,0.004,9.809,0.0,0.0,-0.01
1778774811.1561093,-68.18,-0.25,0.03,-0.044,0.006,9.809,0.0,-0.01,0.0
1778774811.1660907,-68.18,-0.25,0.03,-0.046,0.004,9.809,-0.01,0.0,0.0
1778774811.1761086,-68.18,-0.25,0.03,-0.047,0.0,9.809,-0.01,0.0,0.0
1778774811.1861112,-68.18,-0.25,0.03,-0.047,0.004,9.809,0.0,0.0,0.0
1778774811.1961093,-68.18,-0.25,0.03,-0.047,0.001,9.809,0.0,-0.01,0.0
1778774811.2060902,-68.18,-0.25,0.03,-0.042,0.0,9.809,-0.01,0.0,0.0
1778774811.2160764,-68.18,-0.25,0.03,-0.041,0.001,9.809,-0.01,0.0,0.0
1778774811.2260885,-68.18,-0.25,0.03,-0.04,0.005,9.809,-0.01,0.0,0.0
1778774811.2360625,-68.18,-0.25,0.03,-0.041,0.004,9.809,0.0,0.0,-0.01
1778774811.2460325,-68.18,-0.25,0.03,-0.04,0.005,9.809,-0.01,0.0,0.0
1778774811.256094,-68.18,-0.25,0.03,-0.038,0.006,9.809,-0.01,-0.01,0.0
1778774811.2660787,-68.18,-0.25,0.03,-0.038,0.004,9.809,0.0,0.0,0.0
1778774811.2760658,-68.18,-0.25,0.03,-0.037,0.001,9.809,0.0,-0.01,0.0
1778774811.2860649,-68.18,-0.25,0.03,-0.034,0.005,9.809,-0.01,0.0,0.0
1778774811.296195,-68.19,-0.25,0.03,-0.036,0.007,9.81,-0.01,-0.01,0.0
1778774811.3061092,-68.19,-0.25,0.03,-0.04,0.005,9.81,-0.01,0.0,0.0
1778774811.3160937,-68.18,-0.25,0.03,-0.04,0.005,9.809,-0.01,0.0,0.0
1778774811.3260546,-68.19,-0.25,0.03,-0.04,0.004,9.81,0.0,0.0,0.0
1778774811.336079,-68.19,-0.25,0.03,-0.042,0.0,9.81,-0.01,0.0,0.0
1778774811.3460631,-68.19,-0.25,0.03,-0.042,-0.004,9.81,0.0,0.0,0.0
1778774811.3562143,-68.2,-0.25,0.03,-0.044,-0.002,9.809,-0.01,0.0,0.0
1778774811.3660533,-68.19,-0.25,0.03,-0.044,-0.001,9.81,-0.01,0.0,0.0
1778774811.376041,-68.19,-0.25,0.03,-0.043,-0.002,9.81,-0.01,0.0,0.0
1778774811.386067,-68.18,-0.25,0.03,-0.038,0.0,9.809,0.0,-0.01,-0.01
1778774811.3960648,-68.19,-0.25,0.03,-0.037,-0.004,9.81,0.0,-0.01,-0.01
1778774811.4060533,-68.19,-0.25,0.03,-0.042,-0.001,9.81,-0.01,0.0,0.0
1778774811.4160655,-68.19,-0.25,0.03,-0.042,0.002,9.81,0.0,0.0,0.0
1778774811.4260457,-68.19,-0.25,0.03,-0.046,0.004,9.81,-0.01,0.0,0.0
1778774811.4360366,-68.19,-0.25,0.03,-0.042,0.001,9.81,-0.01,0.0,0.0
1778774811.446081,-68.19,-0.25,0.03,-0.042,0.004,9.81,0.0,0.0,0.0
1778774811.456051,-68.19,-0.25,0.03,-0.04,0.011,9.81,-0.01,-0.01,0.0
1778774811.4660213,-68.19,-0.25,0.03,-0.038,0.01,9.81,-0.01,0.0,0.0
1778774811.4760766,-68.19,-0.25,0.03,-0.042,0.005,9.81,-0.01,0.0,0.0
1778774811.4860535,-68.19,-0.25,0.03,-0.041,0.004,9.81,-0.01,0.0,0.0
1778774811.49602,-68.19,-0.24,0.03,-0.04,0.006,9.81,-0.01,0.0,0.0
1778774811.5060222,-68.19,-0.24,0.03,-0.042,0.012,9.81,-0.01,-0.01,0.0
1778774811.516053,-68.19,-0.24,0.03,-0.037,0.012,9.81,-0.01,0.0,0.0
1778774811.5260334,-68.19,-0.24,0.03,-0.04,0.01,9.81,-0.01,0.0,0.0
1778774811.5360448,-68.19,-0.24,0.03,-0.042,0.011,9.81,-0.01,-0.01,0.0
1778774811.5460365,-68.19,-0.24,0.03,-0.042,0.01,9.81,-0.01,-0.01,0.0
1778774811.5560675,-68.19,-0.24,0.03,-0.041,0.012,9.81,0.0,-0.01,0.0
1778774811.566167,-68.2,-0.24,0.03,-0.046,0.013,9.809,-0.01,-0.01,0.0
1778774811.576044,-68.2,-0.24,0.03,-0.044,0.011,9.809,-0.01,-0.01,0.0
1778774811.5860488,-68.2,-0.24,0.03,-0.044,0.01,9.809,-0.01,-0.01,0.0
1778774811.596034,-68.19,-0.24,0.03,-0.042,0.002,9.81,-0.01,0.0,0.0
1778774811.6060562,-68.19,-0.24,0.03,-0.041,0.0,9.81,-0.01,-0.01,0.0
1778774811.6160383,-68.2,-0.24,0.03,-0.044,0.004,9.809,-0.01,-0.01,0.0
1778774811.6260378,-68.2,-0.24,0.03,-0.049,0.005,9.809,-0.01,0.0,0.0
1778774811.6360216,-68.2,-0.24,0.03,-0.051,0.008,9.809,-0.01,0.0,0.0
