timestamp,yaw,pitch,roll,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1778774347.8596268,0.01,-0.01,0.43,0.002,-0.079,-2.557,0.0,0.0,0.0
1778774347.8694773,0.01,-0.01,0.43,0.0,-0.081,0.715,-0.01,-0.01,-0.01
1778774347.8794866,0.01,-0.01,0.42,0.0,-0.077,3.123,-0.01,-0.01,-0.01
1778774347.8894897,0.01,-0.01,0.41,0.0,-0.078,4.888,-0.01,-0.01,-0.01
1778774347.8994823,0.01,-0.01,0.41,0.0,-0.078,6.192,-0.01,-0.01,-0.01
1778774347.9094841,0.01,-0.01,0.4,0.0,-0.079,7.147,-0.01,-0.01,-0.01
1778774347.9194806,0.01,-0.01,0.39,-0.002,-0.078,7.85,-0.01,-0.01,-0.01
1778774347.9294856,0.01,-0.01,0.38,-0.001,-0.078,8.367,-0.01,-0.01,-0.01
1778774347.939501,0.01,-0.01,0.38,-0.002,-0.071,8.741,-0.01,0.0,-0.01
1778774347.949489,0.01,-0.01,0.37,0.001,-0.073,9.017,-0.01,-0.01,-0.01
1778774347.959445,0.01,-0.01,0.36,0.007,-0.074,9.218,-0.01,-0.01,-0.01
1778774347.969444,0.02,-0.01,0.36,0.006,-0.077,9.367,-0.01,-0.01,-0.01
1778774347.979433,0.02,-0.01,0.34,0.0,-0.079,9.481,-0.01,-0.01,-0.01
1778774347.9894314,0.02,-0.01,0.34,0.001,-0.073,9.566,-0.01,-0.01,-0.01
1778774347.99946,0.02,-0.01,0.34,0.006,-0.072,9.624,-0.01,0.0,-0.01
1778774348.0094442,0.02,-0.01,0.33,0.01,-0.071,9.671,-0.01,-0.01,-0.01
1778774348.019427,0.02,-0.01,0.32,0.004,-0.068,9.707,-0.01,-0.01,-0.01
1778774348.029417,0.02,-0.01,0.31,0.005,-0.067,9.731,-0.01,-0.01,-0.01
1778774348.0394397,0.02,-0.01,0.31,0.007,-0.067,9.745,-0.01,-0.01,0.0
1778774348.0494523,0.03,-0.01,0.3,0.012,-0.066,9.759,-0.01,-0.01,-0.01
1778774348.059407,0.03,-0.0,0.29,0.008,-0.067,9.767,-0.01,-0.01,-0.01
1778774348.0685906,0.03,-0.0,0.29,0.01,-0.063,9.773,-0.01,-0.01,-0.01
1778774348.0794065,0.03,-0.0,0.28,0.008,-0.061,9.782,-0.01,0.0,-0.01
1778774348.0885856,0.03,-0.0,0.28,0.005,-0.055,9.781,-0.01,-0.01,-0.01
1778774348.099406,0.03,-0.0,0.27,0.0,-0.055,9.781,-0.01,-0.01,-0.01
1778774348.108604,0.03,-0.0,0.27,0.0,-0.055,9.779,-0.01,-0.01,-0.01
1778774348.118614,0.03,-0.0,0.26,0.001,-0.053,9.784,-0.01,-0.01,-0.01
1778774348.1286864,0.03,-0.0,0.25,0.004,-0.05,9.788,-0.01,-0.01,-0.01
1778774348.138524,0.03,-0.0,0.25,0.005,-0.053,9.784,-0.01,-0.01,-0.01
1778774348.1485138,0.03,-0.0,0.24,0.008,-0.051,9.79,-0.01,-0.01,-0.01
1778774348.1586778,0.03,-0.0,0.24,0.012,-0.048,9.788,-0.01,-0.01,-0.01
1778774348.1685002,0.03,-0.0,0.23,0.011,-0.05,9.772,-0.01,0.0,-0.01
1778774348.178507,0.04,-0.0,0.23,0.005,-0.05,9.764,-0.01,-0.01,-0.01
1778774348.1885068,0.04,0.01,0.22,0.007,-0.043,9.774,-0.01,-0.01,-0.01
1778774348.199385,0.04,0.01,0.22,0.013,-0.044,9.779,-0.01,-0.01,-0.01
1778774348.2093859,0.04,0.01,0.22,0.01,-0.043,9.782,-0.01,-0.01,-0.01
