timestamp,yaw,pitch,roll,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1775933723.2915776,-15.17,-0.02,-0.66,-0.019,-0.12,9.786,0.0,0.0,0.0
1775933723.301572,-15.17,-0.01,-0.67,0.007,-0.129,9.778,-0.01,-0.01,0.0
1775933723.3115704,-15.17,-0.02,-0.67,0.0,-0.132,9.784,-0.01,-0.01,0.0
1775933723.3219457,-15.17,-0.01,-0.67,-0.006,-0.126,9.776,0.0,0.0,-0.01
1775933723.3315496,-15.17,-0.02,-0.66,0.001,-0.111,9.774,0.0,-0.01,0.0
1775933723.3415556,-15.17,-0.02,-0.66,-0.013,-0.103,9.774,0.0,0.0,-0.01
1775933723.3515594,-15.17,-0.02,-0.66,-0.006,-0.111,9.772,0.0,-0.01,0.0
1775933723.3615646,-15.17,-0.02,-0.66,-0.007,-0.104,9.781,-0.01,-0.01,-0.01
1775933723.3715615,-15.17,-0.01,-0.66,0.0,-0.116,9.784,-0.01,0.0,-0.01
1775933723.3816333,-15.17,-0.01,-0.67,0.0,-0.119,9.786,0.0,-0.01,-0.01
1775933723.391577,-15.17,-0.01,-0.66,0.007,-0.109,9.791,-0.01,0.0,-0.01
1775933723.4015412,-15.17,-0.02,-0.67,0.008,-0.119,9.796,0.0,-0.01,0.0
1775933723.4115593,-15.17,-0.02,-0.67,0.01,-0.113,9.793,0.0,0.0,0.0
1775933723.4215612,-15.18,-0.02,-0.67,0.0,-0.125,9.796,-0.01,0.0,0.0
1775933723.4315479,-15.18,-0.02,-0.67,0.008,-0.111,9.782,-0.01,0.0,0.0
1775933723.4415565,-15.18,-0.03,-0.67,-0.001,-0.113,9.787,0.0,0.0,0.0
1775933723.4515564,-15.18,-0.02,-0.66,-0.007,-0.107,9.785,-0.01,0.0,-0.01
1775933723.461546,-15.18,-0.03,-0.67,-0.016,-0.107,9.781,0.0,-0.01,-0.01
1775933723.4715858,-15.17,-0.03,-0.67,-0.034,-0.11,9.782,-0.01,0.0,-0.01
1775933723.4815738,-15.17,-0.03,-0.67,-0.022,-0.126,9.781,0.0,-0.01,-0.01
1775933723.491569,-15.17,-0.02,-0.67,-0.013,-0.121,9.785,0.0,-0.01,-0.01
1775933723.501547,-15.17,-0.02,-0.67,0.002,-0.127,9.788,-0.01,-0.01,0.0
1775933723.5115492,-15.17,-0.01,-0.66,0.01,-0.121,9.793,0.0,-0.01,0.0
1775933723.5216439,-15.17,-0.01,-0.66,0.018,-0.11,9.796,0.0,-0.01,0.0
1775933723.531721,-15.17,-0.01,-0.66,0.01,-0.108,9.796,0.0,0.0,-0.01
1775933723.5415688,-15.17,-0.02,-0.66,0.0,-0.095,9.791,0.0,0.0,-0.01
1775933723.55157,-15.17,-0.02,-0.66,-0.012,-0.105,9.772,-0.01,0.0,-0.01
1775933723.5615547,-15.17,-0.03,-0.67,-0.02,-0.121,9.775,-0.01,0.0,0.0
1775933723.5715568,-15.17,-0.02,-0.67,-0.016,-0.113,9.776,-0.01,0.0,0.0
