timestamp,yaw,pitch,roll,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1777734486.643059,-8.57,0.02,-1.41,0.012,-0.219,9.812,0.0,0.0,0.0
1777734486.6530795,-8.56,0.02,-1.41,0.005,-0.214,9.812,0.0,0.0,-0.01
1777734486.6631434,-8.56,0.02,-1.41,-0.012,-0.225,9.811,-0.01,0.0,-0.01
1777734486.6732879,-8.56,0.02,-1.41,-0.012,-0.238,9.811,-0.01,-0.01,-0.01
1777734486.6830668,-8.56,0.02,-1.41,-0.013,-0.248,9.812,-0.01,-0.01,0.0
1777734486.6931763,-8.56,0.02,-1.42,-0.004,-0.263,9.812,0.0,-0.01,0.0
1777734486.70305,-8.56,0.02,-1.42,-0.002,-0.26,9.811,-0.01,0.0,0.0
1777734486.713017,-8.56,0.03,-1.42,-0.025,-0.267,9.811,-0.01,-0.01,-0.01
1777734486.723022,-8.56,0.01,-1.42,-0.107,-0.268,9.811,0.0,-0.01,-0.01
1777734486.7330015,-8.56,-0.0,-1.42,-0.117,-0.255,9.812,-0.01,0.0,0.0
1777734486.7430427,-8.58,-0.0,-1.42,-0.165,-0.236,9.812,-0.01,-0.01,0.0
1777734486.7530391,-8.58,-0.02,-1.42,-0.159,-0.207,9.812,-0.01,-0.01,0.0
1777734486.7630417,-8.59,-0.01,-1.42,-0.133,-0.183,9.812,-0.01,-0.01,0.0
1777734486.7730255,-8.58,-0.0,-1.42,-0.204,-0.281,9.812,-0.01,-0.01,0.0
1777734486.7830324,-8.58,-0.04,-1.49,-0.254,-0.538,9.812,-0.01,-0.01,-0.01
1777734486.7930422,-8.61,-0.05,-1.59,-0.111,-0.37,9.812,-0.03,0.01,-0.01
1777734486.8030465,-8.67,-0.01,-1.56,-0.156,-0.271,9.812,-0.04,-0.02,0.02
1777734486.81304,-8.73,0.01,-1.52,-0.083,-0.289,9.811,0.02,-0.02,0.03
1777734486.8230457,-8.75,0.06,-1.53,0.013,-0.159,9.812,0.01,-0.02,0.02
1777734486.8330357,-8.71,0.11,-1.53,0.113,0.047,9.812,-0.03,-0.02,0.0
1777734486.8430479,-8.64,0.17,-1.47,0.229,0.061,9.812,-0.02,-0.02,-0.03
1777734486.8530343,-8.59,0.21,-1.45,0.292,-0.205,9.812,0.02,-0.02,-0.04
1777734486.8630466,-8.57,0.23,-1.49,0.319,-0.254,9.812,0.0,-0.02,-0.03
1777734486.872152,-8.59,0.24,-1.49,0.368,-0.292,9.812,-0.01,0.0,-0.01
1777734486.8821511,-8.65,0.23,-1.49,0.321,-0.257,9.812,0.0,0.01,0.02
1777734486.8930528,-8.7,0.2,-1.5,0.243,-0.156,9.812,-0.01,0.01,0.03
1777734486.9030485,-8.74,0.17,-1.47,0.127,-0.029,9.812,-0.01,0.02,0.02
1777734486.912181,-8.75,0.14,-1.43,0.0,-0.05,9.812,0.0,0.02,0.02
1777734486.9221823,-8.73,0.1,-1.45,-0.131,-0.135,9.811,0.01,0.01,-0.01
1777734486.9321685,-8.71,0.06,-1.48,-0.231,-0.189,9.812,-0.02,0.01,-0.02
1777734486.9421766,-8.69,0.05,-1.48,-0.285,-0.279,9.812,-0.02,0.0,-0.02
1777734486.9521787,-8.7,0.04,-1.48,-0.293,-0.408,9.812,0.0,-0.01,-0.01
1777734486.9630618,-8.71,0.05,-1.51,-0.224,-0.422,9.812,0.0,-0.02,0.0
1777734486.9721956,-8.73,0.07,-1.52,-0.111,-0.329,9.811,-0.01,-0.01,0.01
1777734486.9821975,-8.72,0.1,-1.5,-0.023,-0.271,9.811,0.0,-0.02,0.0
1777734486.9921908,-8.71,0.11,-1.48,0.062,-0.19,9.812,0.0,-0.01,-0.01
1777734487.00219,-8.69,0.13,-1.46,0.107,-0.146,9.812,0.0,-0.01,-0.02
1777734487.0122046,-8.68,0.13,-1.45,0.111,-0.119,9.812,0.0,-0.01,-0.02
1777734487.0221934,-8.68,0.13,-1.45,0.095,-0.133,9.812,0.0,0.0,-0.01
1777734487.0321903,-8.69,0.11,-1.45,0.056,-0.125,9.812,-0.01,0.0,0.0
1777734487.0422103,-8.71,0.1,-1.45,0.018,-0.127,9.812,-0.01,0.0,0.01
1777734487.052213,-8.72,0.09,-1.45,-0.038,-0.16,9.811,-0.01,0.0,0.01
1777734487.0622091,-8.73,0.07,-1.45,-0.068,-0.206,9.811,-0.01,0.0,0.0
1777734487.0722227,-8.72,0.06,-1.46,-0.102,-0.24,9.811,-0.01,0.0,0.0
1777734487.0822165,-8.71,0.06,-1.46,-0.119,-0.297,9.812,-0.01,0.0,-0.01
1777734487.0922053,-8.7,0.06,-1.47,-0.128,-0.323,9.812,0.0,-0.01,-0.01
1777734487.1022305,-8.7,0.06,-1.48,-0.102,-0.341,9.812,0.0,-0.01,-0.01
1777734487.1122286,-8.7,0.06,-1.48,-0.072,-0.297,9.812,0.0,-0.01,-0.01
1777734487.1221862,-8.71,0.07,-1.46,-0.022,-0.238,9.812,0.0,-0.01,0.0
1777734487.1322274,-8.71,0.08,-1.45,0.019,-0.184,9.812,0.0,-0.01,0.0
1777734487.1422012,-8.71,0.09,-1.44,0.047,-0.137,9.812,0.0,-0.01,0.0
1777734487.1521926,-8.7,0.09,-1.43,0.053,-0.125,9.812,-0.01,0.0,-0.01
1777734487.1622336,-8.7,0.08,-1.43,0.046,-0.132,9.812,-0.01,0.0,-0.01
1777734487.172227,-8.7,0.07,-1.43,0.017,-0.189,9.812,-0.01,0.0,-0.01
1777734487.1821942,-8.7,0.07,-1.44,-0.007,-0.21,9.812,-0.01,0.0,0.0
1777734487.1922374,-8.71,0.06,-1.44,-0.043,-0.25,9.812,-0.01,0.0,0.0
1777734487.2023273,-8.71,0.05,-1.45,-0.06,-0.261,9.811,-0.01,0.0,0.0
1777734487.2122006,-8.71,0.04,-1.45,-0.073,-0.272,9.811,-0.01,0.0,0.0
1777734487.2222009,-8.71,0.04,-1.45,-0.081,-0.274,9.812,-0.01,-0.01,-0.01
1777734487.2323086,-8.7,0.04,-1.45,-0.079,-0.268,9.812,0.0,-0.01,-0.01
1777734487.2421932,-8.7,0.04,-1.45,-0.047,-0.271,9.812,0.0,-0.01,-0.01
