timestamp,action_type,parameter
1776537292.934708,FORWARD,30
1776537297.1602993,TURN_RIGHT,15
1776537301.387717,FORWARD,30
1776537305.6144753,TURN_LEFT,15
1776537309.8621707,FORWARD,30
1776537314.1210952,FORWARD,30
1776537318.3698542,TURN_RIGHT,15
1776537322.6157734,TURN_LEFT,15
1776537326.8611171,FORWARD,15
1776537331.1056051,FORWARD,30
1776537335.3580558,FORWARD,30
1776537339.616387,FORWARD,30
1776537351.662706,FORWARD,30
1776537355.9174912,TURN_LEFT,30
1776537360.177046,TURN_RIGHT,15
1776537364.4166646,FORWARD,15
1776537368.6648235,FORWARD,15
1776537372.9037895,FORWARD,15
1776537377.1613832,FORWARD,15
1776537381.3964486,TURN_LEFT,15
1776537385.6391551,TURN_RIGHT,15
1776537389.872605,BACKWARD,15
1776537394.1266108,BACKWARD,15
1776537398.3685544,FORWARD,15
1776537402.6209831,FORWARD,15
1776537406.8542821,FORWARD,15
1776537411.1069312,FORWARD,15
1776537415.3512223,GRAB,0
1776537439.3524382,TURN_LEFT,30
1776537443.605465,FORWARD,15
1776537447.852546,FORWARD,15
1776537452.0908763,FORWARD,15
1776537456.332828,TURN_LEFT,15
1776537460.5770438,GRAB,0
1776537484.6009958,TURN_LEFT,15
1776537488.8683834,FORWARD,30
1776537493.1258976,TURN_RIGHT,15
1776537497.3869827,FORWARD,15
1776537501.6401052,TURN_LEFT,15
1776537505.8876095,TURN_RIGHT,15
1776537510.1441073,BACKWARD,15
1776537514.383584,TURN_LEFT,15
1776537518.6325157,TURN_RIGHT,15
1776537522.8820212,FORWARD,15
1776537527.1380994,TURN_LEFT,15
1776537531.3855357,TURN_RIGHT,15
1776537535.6485975,TURN_LEFT,15
1776537539.8876657,TURN_RIGHT,15
1776537544.124678,TURN_LEFT,15
1776537548.374998,GRAB,0
1776537572.1830895,FORWARD,30
1776537576.4141965,FORWARD,30
1776537580.6409075,FORWARD,30
1776537584.8763378,FORWARD,30
1776537589.1338022,FORWARD,30
1776537593.392484,TURN_RIGHT,15
1776537597.6291597,TURN_LEFT,15
1776537601.87167,FORWARD,30
1776537606.1145952,TURN_RIGHT,15
1776537610.3778076,FORWARD,15
1776537614.6328902,FORWARD,15
1776537618.8931808,TURN_LEFT,15
1776537623.137361,BACKWARD,15
1776537627.3710148,FORWARD,15
1776537631.611206,TURN_LEFT,15
1776537635.8581889,GRAB,0
1776537659.7816784,TURN_RIGHT,15
1776537718.545616,TURN_LEFT,15
1776537722.7919528,FORWARD,30
1776537727.0378165,TURN_RIGHT,15
1776537731.2871487,FORWARD,30
1776537735.5277405,FORWARD,30
1776537739.780799,TURN_LEFT,15
1776537744.0321689,FORWARD,30
1776537748.278618,TURN_LEFT,30
1776537752.5269008,TURN_LEFT,15
1776537756.7765906,TURN_RIGHT,15
1776537761.024998,TURN_LEFT,15
1776537765.2805958,FORWARD,15
1776537769.5351317,TURN_RIGHT,15
1776537773.7804322,TURN_LEFT,15
1776537778.0362382,FORWARD,15
1776537782.2956014,FORWARD,15
1776537786.556405,TURN_LEFT,15
1776537790.8140914,TURN_RIGHT,15
1776537795.0748193,TURN_LEFT,15
1776537799.3152874,GRAB,0
1776537823.15901,TURN_LEFT,30
1776537827.4097936,FORWARD,30
1776537831.6517313,TURN_RIGHT,15
1776537835.894734,FORWARD,15
1776537840.142643,FORWARD,15
1776537844.3758984,TURN_LEFT,15
1776537848.6107535,TURN_RIGHT,15
1776537852.8660882,BACKWARD,15
1776537857.0973084,GRAB,0
1776537881.0163348,TURN_LEFT,15
1776537885.2613404,TURN_RIGHT,15
1776537889.5140932,TURN_LEFT,15
1776537893.7702658,FORWARD,15
1776537898.0228019,FORWARD,15
1776537902.2831595,FORWARD,15
1776537906.5247405,FORWARD,15
1776537910.7786398,FORWARD,15
1776537915.022233,FORWARD,15
1776537919.26728,TURN_RIGHT,15
1776537923.5028448,TURN_RIGHT,15
1776537927.7480242,TURN_RIGHT,15
1776537931.9991984,TURN_RIGHT,15
1776537936.2436895,TURN_RIGHT,15
1776537940.482858,TURN_RIGHT,15
1776537944.706428,TURN_RIGHT,15
1776537948.9461374,TURN_RIGHT,15
1776537953.193078,TURN_RIGHT,15
1776537957.432759,TURN_RIGHT,15
1776537961.6904297,TURN_RIGHT,15
1776537965.9459107,TURN_RIGHT,15
1776537970.1927307,TURN_RIGHT,15
1776537974.4432306,TURN_RIGHT,15
1776537978.6956396,TURN_RIGHT,15
1776537982.9542341,TURN_RIGHT,15
1776537987.1882977,TURN_RIGHT,15
1776537991.4277196,TURN_RIGHT,15
1776537995.684801,TURN_RIGHT,15
1776537999.9334626,TURN_RIGHT,15
1776538004.187986,TURN_RIGHT,15
1776538008.4362912,TURN_RIGHT,15
1776538012.685754,TURN_RIGHT,15
1776538016.7196105,SYSTEM_STOP,0
